account_id,timestamp,amount,merchant,mcc,country,anomaly_score,anomaly_flag,reason_tags,risk_theme,nl_explanation
A100209,2024-06-11 15:06:00,612.17,LUXSTORE,4829,US,0.10021156870961345,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.1002. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100110,2024-01-04 01:32:00,548.61,CRYPTO*EXCHANGE,4829,US,0.09940848502882205,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0994. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100199,2024-04-02 15:11:00,725.77,CRYPTO*EXCHANGE,5732,US,0.09875911991285824,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0988. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100299,2024-02-05 22:21:00,555.22,CRYPTO*EXCHANGE,5732,US,0.09825183749597366,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0983. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100005,2024-02-15 08:37:00,545.47,LUXSTORE,5999,CA,0.09781986206339566,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0978. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100038,2024-06-17 02:25:00,448.74,CRYPTO*EXCHANGE,5999,US,0.0975629811569797,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0976. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100161,2024-02-25 19:52:00,386.86,ELECTROHUB,4829,CA,0.09706565462124606,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0971. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100091,2024-01-20 23:04:00,225.62,ELECTROHUB,5999,US,0.09684772175206091,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0968. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100025,2024-06-16 07:43:00,259.69,LUXSTORE,4829,US,0.09684286659201358,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0968. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100050,2024-05-11 04:07:00,129.73,GROCERYMART,4789,US,0.09656704786861514,1,"['high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0966. Key indicators: Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100102,2024-01-24 03:53:00,438.77,LUXSTORE,5999,US,0.09643625414616563,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0964. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100105,2024-04-02 01:10:00,591.01,CRYPTO*EXCHANGE,5999,US,0.09626662047891088,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0963. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100249,2024-04-10 05:39:00,457.18,LUXSTORE,5999,US,0.09608451972362342,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0961. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100002,2024-06-15 00:08:00,726.71,ELECTROHUB,5732,CA,0.09577794382160498,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'unusual_merchant_diversity_pattern', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0958. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100191,2024-01-16 10:25:00,325.43,ELECTROHUB,4829,US,0.09574360321734499,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0957. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100148,2024-04-06 17:17:00,472.67,LUXSTORE,5732,US,0.09563194867678049,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0956. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100125,2024-06-20 23:59:00,237.01,GENSTORE,6011,US,0.09556803152391391,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'unusual_merchant_diversity_pattern', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0956. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100088,2024-05-08 18:57:00,638.44,CRYPTO*EXCHANGE,5999,US,0.09456955112969623,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0946. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100123,2024-01-13 22:50:00,309.71,CRYPTO*EXCHANGE,5732,US,0.09445556925765597,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0945. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100008,2024-02-23 19:06:00,399.07,ELECTROHUB,5999,US,0.09435246253242902,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0944. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100200,2024-02-18 21:23:00,584.71,CRYPTO*EXCHANGE,4829,US,0.09418791657481251,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0942. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100087,2024-03-26 10:53:00,348.49,CRYPTO*EXCHANGE,5999,US,0.09409874991220091,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0941. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100137,2024-05-23 13:01:00,282.66,CRYPTO*EXCHANGE,4829,US,0.09369588222409753,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0937. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100219,2024-02-09 15:07:00,661.87,LUXSTORE,5999,US,0.09348484216670883,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0935. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100120,2024-05-14 20:02:00,218.21,LUXSTORE,5999,US,0.0931701201021371,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0932. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100132,2024-05-13 19:24:00,364.98,LUXSTORE,5999,US,0.09315469704404045,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0932. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100296,2024-01-03 23:50:00,437.25,CRYPTO*EXCHANGE,4829,CA,0.0930514720503639,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0931. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100014,2024-02-21 04:24:00,214.97,ELECTROHUB,5999,US,0.09265554023063682,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0927. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100025,2024-06-14 07:00:00,181.4,ELECTROHUB,4111,US,0.09217387346806338,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0922. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100281,2024-03-30 15:14:00,147.81,HOTELINN,4789,US,0.09186662469727358,1,"['new_account_low_tenure', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0919. Key indicators: Account tenure is low, which can increase behavioral uncertainty. Age segment has elevated monitoring sensitivity in this policy. Model assigned an extreme anomaly score relative to peer transactions. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100281,2024-05-12 02:36:00,137.44,UBER*TRIP,7011,US,0.09186662469727358,1,"['new_account_low_tenure', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0919. Key indicators: Account tenure is low, which can increase behavioral uncertainty. Age segment has elevated monitoring sensitivity in this policy. Model assigned an extreme anomaly score relative to peer transactions. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100180,2024-06-23 08:45:00,234.64,ELECTROHUB,5732,CA,0.09185518330105036,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0919. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100042,2024-02-14 02:42:00,272.15,LUXSTORE,4829,US,0.09180987395104989,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0918. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100069,2024-04-06 16:09:00,224.79,HOTELINN,6011,US,0.09172225308486648,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0917. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100089,2024-06-05 21:40:00,502.62,CRYPTO*EXCHANGE,5732,US,0.0914134178806556,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'unusual_merchant_diversity_pattern', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0914. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100281,2024-03-29 14:25:00,139.19,ATM*WITHDRAW,4111,US,0.0912403414213312,1,"['new_account_low_tenure', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0912. Key indicators: Account tenure is low, which can increase behavioral uncertainty. Age segment has elevated monitoring sensitivity in this policy. Model assigned an extreme anomaly score relative to peer transactions. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100036,2024-03-03 15:58:00,238.49,LUXSTORE,5999,US,0.0911112263740006,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'new_account_low_tenure', 'unusual_merchant_diversity_pattern', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0911. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100223,2024-04-14 11:44:00,274.98,LUXSTORE,5999,CA,0.09096881271053092,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0910. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100242,2024-01-08 20:30:00,168.59,ELECTROHUB,5812,US,0.09096201218735311,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0910. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100141,2024-02-09 14:57:00,131.64,SHIP*FREIGHT,5411,US,0.09068267458792856,1,"['age_segment_risk_signal', 'extreme_anomaly_score']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0907. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Model assigned an extreme anomaly score relative to peer transactions. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100081,2024-05-20 21:50:00,740.82,CRYPTO*EXCHANGE,5999,US,0.09023110834925363,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0902. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100297,2024-03-10 09:53:00,126.1,GROCERYMART,5812,CA,0.09013927565211721,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0901. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100281,2024-02-17 08:28:00,125.52,HOTELINN,5812,US,0.09010837510843894,1,"['new_account_low_tenure', 'age_segment_risk_signal']",possible account takeover pattern,"Transaction flagged with anomaly score 0.0901. Key indicators: Account tenure is low, which can increase behavioral uncertainty. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible account takeover pattern. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100283,2024-02-17 15:33:00,177.34,CAFEBEAN,6011,US,0.09010576791067637,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0901. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100084,2024-06-09 22:56:00,267.02,ELECTROHUB,5732,US,0.08996911974261623,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0900. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100258,2024-02-17 05:42:00,164.44,HOTELINN,5732,US,0.08996911974261623,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0900. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
